Nickname,Fullname,RelatedNickname,RelatedFullname,RelationPercentage,Column1,Column7,Column8
SWD3,YBR175W,SET1,YHR119W,0.989,,,
SWD3,YBR175W,TDH2,YJR009C,0.446,,,
SWD3,YBR175W,RPL43B,YJR094W-A,0.663,,,
SWD3,YBR175W,SWD2,YKL018W,0.988,,,
SWD3,YBR175W,BRE2,YLR015W,0.99,,,
SWD3,YBR175W,STM1,YLR150W,0.536,,,
SWD3,YBR175W,HSC82,YMR186W,0.639,,,
SWD3,YBR175W,SPP1,YPL138C,0.752,,,
YBR187W,YBR187W,YRA1,YDR381W,0.821,,,
YBR187W,YBR187W,YDR412W,YDR412W,0.591,,,
YBR187W,YBR187W,NOP12,YOL041C,0.838,,,
YBR187W,YBR187W,RRS1,YOR294W,0.944,,,
YBR187W,YBR187W,BMS1,YPL217C,0.924,,,
YBR187W,YBR187W,YPR112C,YPR112C,0.899,,,
MED8,YBR193C,RHK1,YBL082C,0.322,,,
MED8,YBR193C,SRB6,YBR253W,0.692,,,
MED8,YBR193C,SRB7,YDR308C,0.974,,,
MED8,YBR193C,SRB4,YER022W,0.583,,,
MED8,YBR193C,NUT1,YGL151W,0.927,,,
MED8,YBR193C,SPT6,YGR116W,0.322,,,
MED8,YBR193C,MED6,YHR058C,0.944,,,
MED8,YBR193C,STM1,YLR150W,0.334,,,
MED8,YBR193C,MED11,YMR112C,0.911,,,
MED8,YBR193C,SIN4,YNL236W,0.972,,,
MED8,YBR193C,CSE2,YNR010W,0.305,,,
MED8,YBR193C,GAL11,YOL051W,0.676,,,
MED8,YBR193C,MED4,YOR174W,0.948,,,
MED8,YBR193C,YOR192C,YOR192C,0.322,,,
MED8,YBR193C,MED1,YPR070W,0.975,,,
MED8,YBR193C,NUT2,YPR168W,0.306,,,
YBR194W,YBR194W,YPR152C,YPR152C,0.989,,,
MSI1,YBR195C,CAC2,YML102W,0.938,,,
MSI1,YBR195C,RLF2,YPR018W,0.99,,,
YBR197C,YBR197C,APG17,YLR423C,0.34,,,
TAF5,YBR198C,TAF68,YDR145W,0.99,,,
TAF5,YBR198C,TAF25,YDR167W,0.878,,,
TAF5,YBR198C,TAF6,YGL112C,0.99,,,
TAF5,YBR198C,TAF145,YGR274C,0.99,,,
TAF5,YBR198C,TAF40,YML015C,0.988,,,
TAF5,YBR198C,MPT1,YMR005W,0.963,,,
TAF5,YBR198C,TAF67,YMR227C,0.989,,,
TAF5,YBR198C,TAF17,YMR236W,0.933,,,
TAF5,YBR198C,SPT20,YOL148C,0.285,,,
TAF5,YBR198C,TAF47,YPL011C,0.989,,,
TAF5,YBR198C,HFI1,YPL254W,0.834,,,
AME1,YBR211C,OKP1,YGR179C,0.99,,,
AME1,YBR211C,YLR315W,YLR315W,0.583,,,
AME1,YBR211C,CTF19,YPL018W,0.989,,,
NGR1,YBR212W,BMH2,YDR099W,0.406,,,
NGR1,YBR212W,CPR5,YDR304C,0.404,,,
NGR1,YBR212W,SSZ1,YHR064C,0.295,,,
NGR1,YBR212W,HYR1,YIR037W,0.404,,,
NGR1,YBR212W,FPR1,YNL135C,0.425,,,
NGR1,YBR212W,EGD1,YPL037C,0.29,,,
HPC2,YBR215W,YRA1,YDR381W,0.825,,,
HPC2,YBR215W,HIR2,YOR038C,0.738,,,
PYC2,YBR218C,CMD1,YBR109C,0.639,,,
PYC2,YBR218C,PYC1,YGL062W,0.989,,,
PYC2,YBR218C,MLC1,YGL106W,0.639,,,
PYC2,YBR218C,TPM1,YNL079C,0.36,,,
YBR225W,YBR225W,MDS3,YGL197W,0.817,,,
YBR225W,YBR225W,CDC25,YLR310C,0.841,,,
ROT2,YBR229C,YDR221W,YDR221W,0.99,,,
AOR1,YBR231C,RVB1,YDR190C,0.943,,,
AOR1,YBR231C,SWR1,YDR334W,0.99,,,
AOR1,YBR231C,YDR485C,YDR485C,0.989,,,
AOR1,YBR231C,YGR002C,YGR002C,0.989,,,
AOR1,YBR231C,ARP4,YJL081C,0.99,,,
AOR1,YBR231C,YLR385C,YLR385C,0.968,,,
AOR1,YBR231C,BDF1,YLR399C,0.988,,,
AOR1,YBR231C,YAF9,YNL107W,0.639,,,
AOR1,YBR231C,RVB2,YPL235W,0.989,,,
ARC40,YBR234C,ARP2,YDL029W,0.989,,,
ARC40,YBR234C,ARC15,YIL062C,0.989,,,
ARC40,YBR234C,ARP3,YJR065C,0.933,,,
ARC40,YBR234C,ARC19,YKL013C,0.989,,,
ARC40,YBR234C,ARC18,YLR370C,0.989,,,
ARC40,YBR234C,CRN1,YLR429W,0.663,,,
ARC40,YBR234C,ARC35,YNR035C,0.984,,,
ISW1,YBR245C,IOC3,YFR013W,0.989,,,
ISW1,YBR245C,ITC1,YGL133W,0.639,,,
ISW1,YBR245C,IOC2,YLR095C,0.637,,,
ISW1,YBR245C,TOP1,YOL006C,0.302,,,
ISW1,YBR245C,ISW2,YOR304W,0.839,,,
ENP1,YBR247C,HTA2,YBL003C,0.699,,,
ENP1,YBR247C,SSA3,YBL075C,0.436,,,
ENP1,YBR247C,HMO1,YDR174W,0.428,,,
ENP1,YBR247C,YDR346C,YDR346C,0.584,,,
ENP1,YBR247C,LTV1,YKL143W,0.989,,,
ENP1,YBR247C,POR1,YNL055C,0.36,,,
ARO4,YBR249C,YKL056C,YKL056C,0.705,,,
MRPS5,YBR251W,MRPS9,YBR146W,0.985,,,
MRPS5,YBR251W,RSM10,YDR041W,0.983,,,
MRPS5,YBR251W,RSM24,YDR175C,0.988,,,
MRPS5,YBR251W,MRPS28,YDR337W,0.944,,,
MRPS5,YBR251W,MRP1,YDR347W,0.872,,,
MRPS5,YBR251W,RSM23,YGL129C,0.988,,,
MRPS5,YBR251W,YGR165W,YGR165W,0.99,,,
MRPS5,YBR251W,MRP4,YHL004W,0.99,,,
MRPS5,YBR251W,RSM25,YIL093C,0.988,,,
MRPS5,YBR251W,RSM26,YJR101W,0.688,,,
MRPS5,YBR251W,RSM7,YJR113C,0.938,,,
MRPS5,YBR251W,RSM22,YKL155C,0.971,,,
MRPS5,YBR251W,NAM9,YNL137C,0.97,,,
MRPS5,YBR251W,SPO72,YNL242W,0.467,,,
MRPS5,YBR251W,MRPS18,YNL306W,0.467,,,
MRPS5,YBR251W,MRP51,YPL118W,0.985,,,
MRPS5,YBR251W,HSP82,YPL240C,0.987,,,
SRB6,YBR253W,SRB7,YDR308C,0.681,,,
SRB6,YBR253W,SRB4,YER022W,0.989,,,
SRB6,YBR253W,PGD1,YGL025C,0.274,,,
SRB6,YBR253W,SOH1,YGL127C,0.28,,,
SRB6,YBR253W,SRB2,YHR041C,0.834,,,
SRB6,YBR253W,MED6,YHR058C,0.709,,,
SRB6,YBR253W,MED4,YOR174W,0.604,,,
SRB6,YBR253W,MED1,YPR070W,0.684,,,
SRB6,YBR253W,NUT2,YPR168W,0.274,,,
RGD1,YBR260C,FYV8,YGR196C,0.968,,,
YPT10,YBR264C,YAR010C,YAR010C,0.841,,,
YBR267W,YBR267W,NAP1,YKR048C,0.989,,,
MRPL37,YBR268W,MRPL11,YDL202W,0.978,,,
MRPL37,YBR268W,MRPL19,YNL185C,0.989,,,
DPB3,YBR278W,STE50,YCL032W,0.734,,,
DPB3,YBR278W,DPB4,YDR121W,0.853,,,
DPB3,YBR278W,YRA1,YDR381W,0.653,,,
DPB3,YBR278W,MRE11,YMR224C,0.981,,,
DPB3,YBR278W,POL2,YNL262W,0.99,,,
DPB3,YBR278W,DPB2,YPR175W,0.989,,,
PAF1,YBR279W,FUN11,YAL036C,0.539,,,
PAF1,YBR279W,SPT16,YGL207W,0.99,,,
PAF1,YBR279W,RTF1,YGL244W,0.968,,,
PAF1,YBR279W,CKA1,YIL035C,0.989,,,
PAF1,YBR279W,AYT1,YLL063C,0.514,,,
PAF1,YBR279W,CDC73,YLR418C,0.96,,,
PAF1,YBR279W,POB3,YML069W,0.99,,,
PAF1,YBR279W,CTR9,YOL145C,0.99,,,
PAF1,YBR279W,GLO4,YOR040W,0.514,,,
PAF1,YBR279W,LEO1,YOR123C,0.99,,,
YBR281C,YBR281C,VTH1,YIL173W,0.451,,,
APM3,YBR288C,APL6,YGR261C,0.99,,,
SGF29,YCL010C,NGG1,YDR176W,0.796,,,
SGF29,YCL010C,ADA2,YDR448W,0.972,,,
SGF29,YCL010C,SPT20,YOL148C,0.983,,,
SGF29,YCL010C,HFI1,YPL254W,0.37,,,
GBP2,YCL011C,HPR1,YDR138W,0.423,,,
GBP2,YCL011C,YRA1,YDR381W,0.986,,,
GBP2,YCL011C,THP2,YHR167W,0.988,,,
GBP2,YCL011C,MFT1,YML062C,0.99,,,
GBP2,YCL011C,RLR1,YNL139C,0.815,,,
BUD3,YCL014W,CNS1,YBR155W,0.286,,,
BUD3,YCL014W,RRP1,YDR087C,0.298,,,
BUD3,YCL014W,BMH2,YDR099W,0.294,,,
BUD3,YCL014W,RVS167,YDR388W,0.406,,,
BUD3,YCL014W,SNU13,YEL026W,0.404,,,
BUD3,YCL014W,HXK1,YFR053C,0.294,,,
BUD3,YCL014W,YGL245W,YGL245W,0.404,,,
BUD3,YCL014W,SSZ1,YHR064C,0.295,,,
BUD3,YCL014W,TDH1,YJL052W,0.294,,,
BUD3,YCL014W,NAP1,YKR048C,0.294,,,
BUD3,YCL014W,SHM2,YLR058C,0.294,,,
BUD3,YCL014W,SPT5,YML010W,0.29,,,
BUD3,YCL014W,HSC82,YMR186W,0.405,,,
BUD3,YCL014W,SSB2,YNL209W,0.295,,,
DCC1,YCL016C,CTF8,YHR191C,0.983,,,
DCC1,YCL016C,CTF18,YMR078C,0.779,,,
DCC1,YCL016C,MET12,YPL023C,0.319,,,
NFS1,YCL017C,YKR064W,YKR064W,0.334,,,
KCC4,YCL024W,NAP1,YKR048C,0.989,,,
BIK1,YCL029C,YDR466W,YDR466W,0.322,,,
BIK1,YCL029C,YGL245W,YGL245W,0.334,,,
BIK1,YCL029C,STB4,YMR019W,0.704,,,
BIK1,YCL029C,YMR134W,YMR134W,0.334,,,
RRP7,YCL031C,YGR090W,YGR090W,0.989,,,
STE50,YCL032W,MBA1,YBR185C,0.344,,,
STE50,YCL032W,YGL157W,YGL157W,0.988,,,
CDC10,YCR002C,RVS161,YCR009C,0.399,,,
CDC10,YCR002C,SHS1,YDL225W,0.968,,,
CDC10,YCR002C,GIN4,YDR507C,0.547,,,
CDC10,YCR002C,CDC12,YHR107C,0.988,,,
CDC10,YCR002C,CDC11,YJR076C,0.989,,,
CDC10,YCR002C,CDC3,YLR314C,0.988,,,
CIT2,YCR005C,PRO2,YOR323C,0.585,,,
SAT4,YCR008W,CMD1,YBR109C,0.298,,,
SAT4,YCR008W,RVS161,YCR009C,0.294,,,
SAT4,YCR008W,YDL053C,YDL053C,0.29,,,
SAT4,YCR008W,SAC6,YDR129C,0.295,,,
SAT4,YCR008W,RVS167,YDR388W,0.406,,,
SAT4,YCR008W,GCD11,YER025W,0.29,,,
SAT4,YCR008W,MLC1,YGL106W,0.738,,,
SAT4,YCR008W,PIL1,YGR086C,0.406,,,
SAT4,YCR008W,RPF2,YKR081C,0.294,,,
SAT4,YCR008W,CBF5,YLR175W,0.295,,,
SAT4,YCR008W,SIK1,YLR197W,0.294,,,
SAT4,YCR008W,STT4,YLR305C,0.738,,,
SAT4,YCR008W,CRN1,YLR429W,0.737,,,
SAT4,YCR008W,RRP5,YMR229C,0.295,,,
SAT4,YCR008W,INP52,YNL106C,0.77,,,
SAT4,YCR008W,MYO2,YOR326W,0.295,,,
SAT4,YCR008W,YPL004C,YPL004C,0.29,,,
SAT4,YCR008W,YPR171W,YPR171W,0.286,,,
RVS161,YCR009C,YRA1,YDR381W,0.307,,,
RVS161,YCR009C,RVS167,YDR388W,0.99,,,
RVS161,YCR009C,PIL1,YGR086C,0.536,,,
RVS161,YCR009C,CRN1,YLR429W,0.943,,,
RVS161,YCR009C,GYP5,YPL249C,0.984,,,
MAK31,YCR020C-A,MAK10,YEL053C,0.989,,,
MAK31,YCR020C-A,MAK3,YPR051W,0.989,,,
HTL1,YCR020W-B,FUN31,YAL017W,0.77,,,
HTL1,YCR020W-B,GDH3,YAL062W,0.627,,,
HTL1,YCR020W-B,APN2,YBL019W,0.425,,,
HTL1,YCR020W-B,LYS2,YBR115C,0.295,,,
HTL1,YCR020W-B,RSC6,YCR052W,0.769,,,
HTL1,YCR020W-B,RPN5,YDL147W,0.769,,,
HTL1,YCR020W-B,YDR520C,YDR520C,0.404,,,
HTL1,YCR020W-B,RSC8,YFR037C,0.976,,,
HTL1,YCR020W-B,SPT16,YGL207W,0.295,,,
HTL1,YCR020W-B,RTT102,YGR275W,0.976,,,
HTL1,YCR020W-B,BCY1,YIL033C,0.406,,,
HTL1,YCR020W-B,STH1,YIL126W,0.975,,,
HTL1,YCR020W-B,RSC4,YKR008W,0.737,,,
HTL1,YCR020W-B,RSC58,YLR033W,0.835,,,
HTL1,YCR020W-B,SFH1,YLR321C,0.975,,,
HTL1,YCR020W-B,RSC2,YLR357W,0.975,,,
HTL1,YCR020W-B,RSC9,YML127W,0.975,,,
HTL1,YCR020W-B,ARP9,YMR033W,0.841,,,
HTL1,YCR020W-B,NPL6,YMR091C,0.974,,,
HTL1,YCR020W-B,YOL070C,YOL070C,0.298,,,
HTL1,YCR020W-B,TRS33,YOR115C,0.392,,,
HTL1,YCR020W-B,ARP7,YPR034W,0.973,,,
YCR030C,YCR030C,EDE1,YBL047C,0.666,,,
SNT1,YCR033W,YIL112W,YIL112W,0.763,,,
SNT1,YCR033W,SET3,YKR029C,0.585,,,
YCR043C,YCR043C,PMT2,YAL023C,0.527,,,
YCR043C,YCR043C,HTB2,YBL002W,0.755,,,
YCR043C,YCR043C,SSA3,YBL075C,0.385,,,
YCR043C,YCR043C,HHF1,YBR009C,0.755,,,
YCR043C,YCR043C,RVS161,YCR009C,0.755,,,
YCR043C,YCR043C,YDL053C,YDL053C,0.447,,,
YCR043C,YCR043C,PMT1,YDL095W,0.739,,,
YCR043C,YCR043C,HMO1,YDR174W,0.875,,,
YCR043C,YCR043C,YRA1,YDR381W,0.868,,,
YCR043C,YCR043C,RVS167,YDR388W,0.412,,,
YCR043C,YCR043C,ANP1,YEL036C,0.527,,,
YCR043C,YCR043C,CRN1,YLR429W,0.899,,,
YCR043C,YCR043C,YPL146C,YPL146C,0.832,,,
BUD23,YCR047C,REB1,YBR049C,0.769,,,
RSC6,YCR052W,RSC8,YFR037C,0.988,,,
RSC6,YCR052W,RTT102,YGR275W,0.96,,,
RSC6,YCR052W,STH1,YIL126W,0.99,,,
RSC6,YCR052W,RSC4,YKR008W,0.572,,,
RSC6,YCR052W,SFH1,YLR321C,0.968,,,
RSC6,YCR052W,RSC2,YLR357W,0.99,,,
RSC6,YCR052W,ARP9,YMR033W,0.989,,,
RSC6,YCR052W,NPL6,YMR091C,0.989,,,
RSC6,YCR052W,ARP7,YPR034W,0.989,,,
PWP2,YCR058C,YJL069C,YJL069C,0.947,,,
PWP2,YCR058C,DIP2,YLR129W,0.841,,,
PWP2,YCR058C,CST29,YLR222C,0.983,,,
PWP2,YCR058C,YLR409C,YLR409C,0.983,,,
YCR060W,YCR060W,RVB1,YDR190C,0.989,,,
YCR060W,YCR060W,YHR034C,YHR034C,0.989,,,
YCR060W,YCR060W,NIP1,YMR309C,0.985,,,
YCR060W,YCR060W,NOP58,YOR310C,0.625,,,
YCR060W,YCR060W,RVB2,YPL235W,0.989,,,
RAD18,YCR066W,RAD6,YGL058W,0.968,,,
IMG2,YCR071C,MRP20,YDR405W,0.767,,,
IMG2,YCR071C,MRPL25,YGR076C,0.472,,,
IMG2,YCR071C,MRPL4,YLR439W,0.988,,,
IMG2,YCR071C,MRPL3,YMR024W,0.862,,,
IMG2,YCR071C,MRPL10,YNL284C,0.63,,,
IMG2,YCR071C,PRT1,YOR361C,0.438,,,
IMG2,YCR071C,MRPL40,YPL173W,0.984,,,
SOL2,YCRX13W,UBP14,YBR058C,0.295,,,
SOL2,YCRX13W,YER064C,YER064C,0.404,,,
SOL2,YCRX13W,YLR257W,YLR257W,0.29,,,
YCR076C,YCR076C,PUP3,YER094C,0.645,,,
PAT1,YCR077C,LSM4,YER112W,0.968,,,
PAT1,YCR077C,LSM5,YER146W,0.968,,,
PAT1,YCR077C,LSM1,YJL124C,0.989,,,
PAT1,YCR077C,HSC82,YMR186W,0.513,,,
PAT1,YCR077C,LSM7,YNL147W,0.604,,,
YCR079W,YCR079W,HIF1,YLL022C,0.373,,,
YCR079W,YCR079W,PRO2,YOR323C,0.989,,,
SRB8,YCR081W,SRB7,YDR308C,0.341,,,
SRB8,YCR081W,SSN2,YDR443C,0.429,,,
SRB8,YCR081W,SOH1,YGL127C,0.34,,,
SRB8,YCR081W,SSN3,YPL042C,0.364,,,
TUP1,YCR084C,CDC48,YDL126C,0.663,,,
TUP1,YCR084C,DOA1,YKL213C,0.584,,,
CSM1,YCR086W,RVS167,YDR388W,0.737,,,
CSM1,YCR086W,LRS4,YDR439W,0.645,,,
CSM1,YCR086W,YGR126W,YGR126W,0.404,,,
CSM1,YCR086W,YLL029W,YLL029W,0.295,,,
YCR087CA,YCR087C-A,HTA2,YBL003C,0.344,,,
YCR087CA,YCR087C-A,HHT1,YBR010W,0.34,,,
YCR087CA,YCR087C-A,ORC3,YLL004W,0.413,,,
YCR087CA,YCR087C-A,ORC1,YML065W,0.344,,,
YCR090C,YCR090C,SEC65,YML105C,0.392,,,
NHP10,YDL002C,HTA2,YBL003C,0.592,,,
NHP10,YDL002C,RVB1,YDR190C,0.788,,,
NHP10,YDL002C,IES5,YER092W,0.968,,,
NHP10,YDL002C,IES1,YFL013C,0.99,,,
NHP10,YDL002C,INO80,YGL150C,0.896,,,
NHP10,YDL002C,ARP4,YJL081C,0.99,,,
NHP10,YDL002C,IES3,YLR052W,0.99,,,
NHP10,YDL002C,ARP8,YOR141C,0.989,,,
NHP10,YDL002C,RVB2,YPL235W,0.989,,,
MCD1,YDL003W,SMC1,YFL008W,0.99,,,
MCD1,YDL003W,SMC3,YJL074C,0.988,,,
RPT2,YDL007W,RPN5,YDL147W,0.989,,,
RPT2,YDL007W,SEM1,YDR363W-A,0.968,,,
RPT2,YDL007W,RPT3,YDR394W,0.651,,,
RPT2,YDL007W,RPN3,YER021W,0.989,,,
RPT2,YDL007W,RPN11,YFR004W,0.989,,,
RPT2,YDL007W,UBP6,YFR010W,0.99,,,
RPT2,YDL007W,RPN12,YFR052W,0.986,,,
RPT2,YDL007W,RPT6,YGL048C,0.99,,,
RPT2,YDL007W,RPN1,YHR027C,0.99,,,
RPT2,YDL007W,RPN10,YHR200W,0.989,,,
RPT2,YDL007W,RPN2,YIL075C,0.989,,,
RPT2,YDL007W,RPT1,YKL145W,0.879,,,
RPT2,YDL007W,RPT5,YOR117W,0.989,,,
RPT2,YDL007W,RPT4,YOR259C,0.758,,,
RPT2,YDL007W,RPN8,YOR261C,0.99,,,
HEX3,YDL013W,YRO2,YBR054W,0.286,,,
HEX3,YDL013W,SLX8,YER116C,0.738,,,
NOP1,YDL014W,SIK1,YLR197W,0.976,,,
NOP1,YDL014W,SSQ1,YLR369W,0.286,,,
NOP1,YDL014W,NOP58,YOR310C,0.659,,,
NOP1,YDL014W,FRE3,YOR381W,0.392,,,
CDC7,YDL017W,CRN1,YLR429W,0.29,,,
OSH2,YDL019C,DRS2,YAL026C,0.815,,,
OSH2,YDL019C,OSH1,YAR044W,0.843,,,
OSH2,YDL019C,HTA2,YBL003C,0.8,,,
OSH2,YDL019C,RPG1,YBR079C,0.796,,,
OSH2,YDL019C,YRA1,YDR381W,0.36,,,
OSH2,YDL019C,SEC27,YGL137W,0.406,,,
OSH2,YDL019C,YJL207C,YJL207C,0.36,,,
DBP10,YDL031W,RVS167,YDR388W,0.344,,,
DBP10,YDL031W,YGL245W,YGL245W,0.451,,,
DBP10,YDL031W,ESC4,YHR154W,0.643,,,
YDL036C,YDL036C,RPT2,YDL007W,0.683,,,
YDL036C,YDL036C,RPN10,YHR200W,0.611,,,
NAT1,YDL040C,RPS9B,YBR189W,0.525,,,
NAT1,YDL040C,NOP1,YDL014W,0.856,,,
NAT1,YDL040C,DBP10,YDL031W,0.981,,,
NAT1,YDL040C,YRA1,YDR381W,0.983,,,
NAT1,YDL040C,ARD1,YHR013C,0.938,,,
NAT1,YDL040C,CBF5,YLR175W,0.986,,,
NAT1,YDL040C,SIK1,YLR197W,0.986,,,
NAT1,YDL040C,RRP5,YMR229C,0.984,,,
NAT1,YDL040C,YOR253W,YOR253W,0.99,,,
SIR2,YDL042C,SIR4,YDR227W,0.989,,,
SIR2,YDL042C,NET1,YJL076W,0.965,,,
SIR2,YDL042C,RPC19,YNL113W,0.769,,,
SIR2,YDL042C,RPO31,YOR116C,0.372,,,
SIR2,YDL042C,RPB10,YOR210W,0.584,,,
PRP11,YDL043C,PRP45,YAL032C,0.988,,,
PRP11,YDL043C,BUD31,YCR063W,0.683,,,
PRP11,YDL043C,PRP9,YDL030W,0.866,,,
PRP11,YDL043C,HMO1,YDR174W,0.663,,,
PRP11,YDL043C,YRA1,YDR381W,0.683,,,
PRP11,YDL043C,CWC21,YDR482C,0.699,,,
PRP11,YDL043C,SMB1,YER029C,0.629,,,
PRP11,YDL043C,BUD13,YGL174W,0.364,,,
PRP11,YDL043C,SMD1,YGR074W,0.663,,,
PRP11,YDL043C,SYF2,YGR129W,0.372,,,
PRP11,YDL043C,PRP21,YJL203W,0.989,,,
PRP11,YDL043C,SMD3,YLR147C,0.713,,,
PRP11,YDL043C,STM1,YLR150W,0.75,,,
PRP11,YDL043C,SMD2,YLR275W,0.639,,,
PRP11,YDL043C,RSE1,YML049C,0.988,,,
PRP11,YDL043C,CUS1,YMR240C,0.989,,,
PRP11,YDL043C,HSH155,YMR288W,0.986,,,
PRP11,YDL043C,PRP46,YPL151C,0.986,,,
MTF2,YDL044C,URH1,YDR400W,0.332,,,
MTF2,YDL044C,SLS1,YLR139C,0.95,,,
YDL053C,YDL053C,YHR121W,YHR121W,0.989,,,
MCH1,YDL054C,YOR315W,YOR315W,0.451,,,
PSA1,YDL055C,KAR2,YJL034W,0.364,,,
PSA1,YDL055C,NAP1,YKR048C,0.399,,,
PSA1,YDL055C,CDC31,YOR257W,0.479,,,
MBP1,YDL056W,SWI6,YLR182W,0.99,,,
TSR1,YDL060W,RPS9B,YBR189W,0.437,,,
TSR1,YDL060W,YCR087CA,YCR087C-A,0.815,,,
TSR1,YDL060W,NOP1,YDL014W,0.639,,,
TSR1,YDL060W,YRA1,YDR381W,0.838,,,
TSR1,YDL060W,RPS26B,YER131W,0.857,,,
TSR1,YDL060W,GAR1,YHR089C,0.808,,,
TSR1,YDL060W,PRK1,YIL095W,0.639,,,
TSR1,YDL060W,STM1,YLR150W,0.75,,,
TSR1,YDL060W,YLR435W,YLR435W,0.944,,,
TSR1,YDL060W,KRI1,YNL308C,0.727,,,
TSR1,YDL060W,BFR1,YOR198C,0.898,,,
TSR1,YDL060W,YPL146C,YPL146C,0.639,,,
BDF2,YDL070W,HTA2,YBL003C,0.585,,,
BDF2,YDL070W,YRA1,YDR381W,0.702,,,
BDF2,YDL070W,BDF1,YLR399C,0.968,,,
BRE1,YDL074C,TFC3,YAL001C,0.639,,,
BRE1,YDL074C,YPL055C,YPL055C,0.957,,,
YDL076C,YDL076C,YBR095C,YBR095C,0.512,,,
YDL076C,YDL076C,SIN3,YOL004W,0.3,,,
MDH3,YDL078C,TFC3,YAL001C,0.29,,,
MDH3,YDL078C,CPR5,YDR304C,0.404,,,
MDH3,YDL078C,YHR121W,YHR121W,0.286,,,
MDH3,YDL078C,RPC37,YKR025W,0.298,,,
MDH3,YDL078C,SEC65,YML105C,0.404,,,
MDH3,YDL078C,RPC19,YNL113W,0.385,,,
MDH3,YDL078C,RET1,YOR207C,0.295,,,
LUC7,YDL087C,MUD1,YBR119W,0.898,,,
LUC7,YDL087C,CSE1,YGL238W,0.48,,,
LUC7,YDL087C,SNU71,YGR013W,0.767,,,
LUC7,YDL087C,SMD1,YGR074W,0.585,,,
LUC7,YDL087C,SNP1,YIL061C,0.639,,,
LUC7,YDL087C,PRP40,YKL012W,0.99,,,
LUC7,YDL087C,SMD3,YLR147C,0.476,,,
SRP14,YDL092W,LHP1,YDL051W,0.882,,,
SRP14,YDL092W,YRA1,YDR381W,0.538,,,
SRP14,YDL092W,SRP21,YKL122C,0.99,,,
SRP14,YDL092W,SEC65,YML105C,0.989,,,
SRP14,YDL092W,SRP72,YPL210C,0.984,,,
SRP14,YDL092W,SRP68,YPL243W,0.99,,,
SRP14,YDL092W,SRP54,YPR088C,0.988,,,
PMT1,YDL095W,YAR010C,YAR010C,0.527,,,
PMT1,YDL095W,HTB2,YBL002W,0.755,,,
PMT1,YDL095W,HTA2,YBL003C,0.292,,,
PMT1,YDL095W,SSA3,YBL075C,0.898,,,
PMT1,YDL095W,HHF1,YBR009C,0.578,,,
PMT1,YDL095W,SEC66,YBR171W,0.332,,,
PMT1,YDL095W,SSH1,YBR283C,0.332,,,
PMT1,YDL095W,GPD1,YDL022W,0.332,,,
PMT1,YDL095W,SAC6,YDR129C,0.722,,,
PMT1,YDL095W,HMO1,YDR174W,0.755,,,
PMT1,YDL095W,RVS167,YDR388W,0.898,,,
PMT1,YDL095W,WBP1,YEL002C,0.332,,,
PMT1,YDL095W,PMA1,YGL008C,0.938,,,
PMT1,YDL095W,YGL245W,YGL245W,0.319,,,
PMT1,YDL095W,YGR266W,YGR266W,0.319,,,
PMT1,YDL095W,PHO86,YJL117W,0.332,,,
PMT1,YDL095W,TDH2,YJR009C,0.304,,,
PMT1,YDL095W,STM1,YLR150W,0.825,,,
PMT1,YDL095W,CRN1,YLR429W,0.976,,,
PMT1,YDL095W,ADH3,YMR083W,0.332,,,
PMT1,YDL095W,POR1,YNL055C,0.84,,,
PMT1,YDL095W,YOR093C,YOR093C,0.319,,,
PMT1,YDL095W,PDR5,YOR153W,0.507,,,
PMT1,YDL095W,YPL004C,YPL004C,0.481,,,
PMT1,YDL095W,NEW1,YPL226W,0.751,,,
RPN6,YDL097C,TFC3,YAL001C,0.489,,,
RPN6,YDL097C,FUN30,YAL019W,0.625,,,
RPN6,YDL097C,ERV46,YAL042W,0.275,,,
RPN6,YDL097C,PEP1,YBL017C,0.552,,,
RPN6,YDL097C,RPT2,YDL007W,0.99,,,
RPN6,YDL097C,RPN5,YDL147W,0.968,,,
RPN6,YDL097C,GDH2,YDL215C,0.429,,,
RPN6,YDL097C,SCC2,YDR180W,0.338,,,
RPN6,YDL097C,SEM1,YDR363W-A,0.968,,,
RPN6,YDL097C,RPT3,YDR394W,0.551,,,
RPN6,YDL097C,RPN9,YDR427W,0.968,,,
RPN6,YDL097C,RPN3,YER021W,0.99,,,
RPN6,YDL097C,RPN11,YFR004W,0.989,,,
RPN6,YDL097C,UBP6,YFR010W,0.99,,,
RPN6,YDL097C,RPN12,YFR052W,0.939,,,
RPN6,YDL097C,RPT6,YGL048C,0.99,,,
RPN6,YDL097C,VPS45,YGL095C,0.297,,,
RPN6,YDL097C,NAS6,YGR232W,0.989,,,
RPN6,YDL097C,RPN1,YHR027C,0.99,,,
RPN6,YDL097C,RPN10,YHR200W,0.989,,,
RPN6,YDL097C,RPN2,YIL075C,0.99,,,
RPN6,YDL097C,YKL027W,YKL027W,0.297,,,
RPN6,YDL097C,RPT1,YKL145W,0.989,,,
RPN6,YDL097C,RPN13,YLR421C,0.989,,,
RPN6,YDL097C,RPT5,YOR117W,0.989,,,
RPN6,YDL097C,RPT4,YOR259C,0.989,,,
RPN6,YDL097C,RPN8,YOR261C,0.968,,,
RPN6,YDL097C,MOT1,YPL082C,0.552,,,
RPN6,YDL097C,RPN7,YPR108W,0.99,,,
